,song_id_from_src,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q,lyrics,language,general_genre,tempo,energy,loudness,danceability,acousticness,instrumentalness,key,liveness,mode,speechiness,duration_ms,valence
60,fall out boy,2015,uma thurman,fall out boy,,uma thurman,fall out boy,0,67,,,i can move mountains i can work a miracle work a miracle oh oh keep you like an oath may nothing but death do us part she wants to dance like uma thurman bury me til i confess she wants to dance like uma thurman and i cant get you out of my head the stench the stench of summer sex and ck eternity oh hell yes divide me down to the smallest i can be put your put your v v v venom in me i can move mountains i can work a miracle work a miracle oh oh keep you like an oath may nothing but death do us apart she wants to dance like uma thurman bury me til i confess she wants to dance like uma thurman and i cant get you out of my head the blood the blood the blood of the lamb is worth two lions but here i am and i slept in last nights clothes and tomorrows dreams but theyre not quite what they seem i can move mountains i can work a miracle work a miracle oh oh keep you like an oath may nothing but death do us apart youll find your way and may death find you alive take me down the line in gem city we turn the tide youll find your way and may death find you alive take me down the line in gem city we turn the tide she wants to dance like uma thurman bury me til i confess she wants to dance like uma thurman and i cant get you out of my head i can move mountains i can work a miracle work a miracle oh oh keep you like an oath may nothing but death do us apart i can move mountains i can work a miracle work a miracle oh oh keep you like an oath may nothing but death do us apart,2015-01-20,4,149.958,0.956,-2.608,0.623,0.119,0.000227,4,0.617,0,0.0753,3.526216667,0.739
61,beyoncé,2015,7/11,beyoncé,,711,beyonce,0,76,,,sweatin on my blow out sweatin on my dress this trick about to go off mad cause im so fresh fresher than you im fresher than you fresher than you,2014-11-24,4,136.024,0.705,-5.137,0.747,0.0128,0,9,0.126,0,0.126,3.55845,0.56
62,selena gomez,2015,the heart wants what it wants,selena gomez,,the heart wants what it wants,selena gomez,0,67,sad,negative,when i was on when i was on stage and i was thinking of i felt like i know i know him though and i know that and i know his heart and i know what he wouldnt do to hurt me but i didnt realize that i i i feeling so confident feeling so great about myself and then it just be completely shattered by one thing by something so stupid but then you make me feel crazy you make me feel like its my fault i was in pain what the heart wants what the heart wants what the heart wants you got me sipping on something i cant compare to nothing ive ever known im hoping that after this fever ill survive i know im acting a bit crazy strung out a little bit hazy hand over heart im praying that im gonna make it out alive the beds getting cold and youre not here the future that we hold is so unclear but im not alive until you call and ill bet the odds against it all save your advice cause i wont hear you might be right but i dont care theres a million reasons why i should give you up but the heart wants what it wants the heart wants what it wants you got me scattered in pieces shining like stars and screaming lighting me up like venus but then you disappear and make me wait and every seconds like torture heroin drip no more so finding a way to let go baby baby no i cant escape the beds getting cold and youre not here the future that we hold is so unclear but im not alive until you call and ill bet the odds against it all save your advice cause i wont hear you might be right but i dont care theres a million reasons why i should give you up but the heart wants what it wants the heart wants what it wants but the heart wants what it wants the heart wants what it wants this is a modern fairytale no happy endings no wind in our sails but i cant imagine a life without breathless moments breaking me down down down down the beds getting cold and youre not here the future that we hold is so unclear but im not alive until you call and ill bet the odds against it all save your advice cause i wont hear you might be right but i dont care theres a million reasons why i should give you up but the heart wants what it wants the heart wants what it wants but the heart wants what it wants the heart wants what it wants the heart wants what it wants baby the heart wants what it wants baby it wants what it wants it wants what it wants,2014-11-24,4,83.065,0.778,-4.927,0.616,0.0545,0,7,0.142,0,0.0387,227360,0.655
63,little big town,2015,girl crush,little big town,,girl crush,little big town,0,66,,,i gotta girl crush hate to admit it but i gotta heart rush ain t slowin down i got it real bad want everything she has that smile and the midnight laugh she s givin you now i wanna taste her lips yeah cause they taste like you i wanna drown myself in a bottle of her perfume i want her long blonde hair i want her magic touch yeah cause maybe then you d want me just as much i gotta girl crush i gotta girl crush i don t get no sleep i don t get no peace thinkin about her under your bed sheets the way that she s whisperin the way that she s pullin you in lord knows i ve tried i can t get her off my mind i wanna taste her lips yeah cause they taste like you i wanna drown myself in a bottle of her perfume i want her long blonde hair i want her magic touch yeah cause maybe then you d want me just as much i gotta girl crush i gotta girl crush i gotta girl crush hate to admit it but i gotta heart rush it ain t slowin down,2014-10-21,3,173.865,0.221,-10.233,0.513,0.822,0,0,0.113,1,0.0302,3.222,0.354
64,trey songz,2015,slow motion,trey songz,,slow motion,trey songz,0,74,,,i know you got all dressed up for the club waiting on a nigga come pick you up baby ooh when i saw ya walking out the door ooh i just knew ya needed something more now whip it straight back to the crib ay finna give you something that you wont forget no baby ooh i just wanna get you out them clothes ooh i just wanna see you dance in slow motion we can take we can take we can take our time baby in slow motion we can take we can take we can take our time stay here in slow motion so shawty let your hair down and take a sip gon put this joint between your lips baby ooh why dont you make yourself comfortable ooh while i go and put this tongue on you so tell me when you ready ima speed it up for you just for a second just for a second then ima slow it back down and keep it steady ooh baby now that you are out them clothes ooh i just wanna see you dance in slow motion we can take we can take we can take our time baby in slow motion we can take we can take we can take our time stay here in slow motion oh darling i just wanna get you out them clothes oh i just wanna see you dance in slow motion slow motion we can take we can take we can take our time baby in slow motion we can take we can take we can take our time stay here,2015-06-23,4,94.947,0.408,-7.834,0.733,0.679,3.92E-05,7,0.11,0,0.0388,3.297566667,0.291
65,one direction,2015,drag me down,one direction,,drag me down,one direction,0,73,happy,positive,ive got fire for a heart im not scared of the dark youve never seen it look so easy i got a river for a soul and baby youre a boat baby youre my only reason if i didnt have you there would be nothing left the shell of a man who could never be his best if i didnt have you id never see the sun you taught me how to be someone yeah all my life you stood by me when no one else was ever behind me all these lights they cant blind me with your love nobody can drag me down all my life you stood by me when no one else was ever behind me all these lights they cant blind me with your love nobody can drag me down nobody can drag me down nobody can drag me down ive got fire for a heart im not scared of the dark youve never seen it look so easy i got a river for a soul and baby youre a boat baby youre my only reason if i didnt have you there would be nothing left the shell of a man who could never be his best if i didnt have you id never see the sun you taught me how to be someone yeah all my life you stood by me when no one else was ever behind me all these lights they cant blind me with your love nobody can drag me down nobody nobody nobody nobody all my life you stood by me when no one else was ever behind me all these lights they cant blind me with your love nobody can drag me down all my life you stood by me when no one else was ever behind me all these lights they cant blind me with your love nobody can drag me down nobody nobody nobody nobody nobody nobody nobody nobody,2015-11-13,4,138.113,0.703,-5.672,0.73,0.109,0,0,0.0657,0,0.0369,192120,0.595
66,"nicki minaj featuring drake , and lil wayne",2015,truffle butter,nicki minaj,"drake , and lil wayne",truffle butter,nicki minaj,1,66,,,uh thinkin out loud i must have a quarter million on me right now hard to make a song bout somethin other than the money two things im about is talkin blunt and staying blunted pretty women are you here are you here right now huh we should all disappear right now look youre gettin all your friends and youre gettin in the car and youre comin to the house are we clear right now huh you see the fleet of all the new things cop cars with the loose change all white like i move things niggas see me rollin and they mood change like a muhfucka new flow i got a dozen of em i dont trust you you a undercover i could probably make some step sisters fuck each other talkin filets with the truffle butter fresh sheets and towels man she gotta love it yeah they all get what they desire from it what tell them niggas we aint hidin from it yo thinkin out loud i must have about a milli on me right now and i aint talkin about that lil wayne record im still the highest sellin female rapper for the record man this a 65 million single sold i aint gotta compete with a single soul im good with the ballpoint game finger roll ask me how to do it i dont tell a single soul pretty women wassup is you here right now you a stand up or is you in your chair right now uhh do you hear me i cant let a wack nigga get near me i might kiss the baddest bitch if you dare me i aint never need a man to take care of me yo im in that big boy bitches cant rent this i floss everyday but i aint a dentist your whole style and approach i invented and i aint takin that back cause i meant it uh thinkin out loud i could be broke and keep a million dollar smile lol to the bank check in my account bank teller flirtin after checkin my account pretty ladies are you here truffle butter on your pussy cuddle buddies on the low you aint gotta tell your friend that i eat it in the morning cause she gonna say i know can i hit it in the bathroom put your hands on the toilet ill put one leg on the tub girl this my new dance move i just dont know what to call it but bitch you dancing with the stars i aint nothin like your last dude whats his name not important i brought some cocaine if you snortin she became a vacuum put it on my dick like carpet suck the white off white chocolate im so heartless thoughtless lawless and flawless smallest regardless largest in charge and born in new orleans get killed for jordans skateboard im gnarly drake tunechi and barbie you know,2015-01-23,4,105.098,0.672,-6.875,0.896,0.0525,3.14E-05,10,0.12,0,0.0479,3.653783333,0.523
67,ariana grande,2015,one last time,ariana grande,,one last time,ariana grande,0,75,sad,negative,i was a liar i gave in to the fire i know i should ve fought it at least i m being honest feel like a failure cause i know that i failed you i should ve done you better cause you don t want a liar and i know and i know and i know she gives you everything but boy i couldn t give it to you and i know and i know and i know that you got everything but i got nothing here without you so one last time i need to be the one who takes you home one more time i promise after that i ll let you go baby i don t care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home i don t deserve it i know i don t deserve it but stay with me a minute i swear i ll make it worth it can t you forgive me at least just temporarily i know that this is my fault i should have been more careful and i know and i know and i know she gives you everything but boy i couldn t give it to you and i know and i know and i know that you got everything but i got nothing here without you baby so one last time i need to be the one who takes you home one more time i promise after that i ll let you go baby i don t care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home i know i shouldve fought it at least im being honest hey please stay with me a minute i swear i ll make it worth it yeah cause i don t want to be without you so one last time i need to be the one who takes you home one more time i promise after that i ll let you go baby i don t care if you got her in your heart all i really care is you wake up in my arms one last time i need to be the one who takes you home one last time i need to be the one who takes you home,2014-08-25,4,125.026,0.593,-5.036,0.628,0.093,1.65E-06,8,0.096,1,0.0323,197267,0.104
68,nick jonas,2015,chains,nick jonas,,chains,nick jonas,0,57,,,with her wine stained lips yeah she s nothing but trouble cold to the touch but she s warm as a devil gave her my heart but she wanted my soul she tasted the break and i can t get more you got me in chains you got me in chains for your love but i wouldn t change no i wouldn t change this love you got me chains you got me in chains for your love but i wouldn t change no i wouldn t change this love try to break the chains but the chains only break me try to break the chains but the chains only break me alone in the night til she knocks on my door oh no wasted again but i can t say no woah baby tell me why why you do do me wrong baby tell me why why you do do me wrong gave you my heart but you took my soul you got me in chains you got me in chains for your love but i wouldn t change no i wouldn t change this love you got me chains you got me in chains for your love but i wouldn t change no i wouldn t change this love try to break the chains but the chains only break me try to break the chains but the chains only break me baby tell me why why you do do me wrong baby tell me why why you do do me wrong gave you my heart but you took my soul you got me in chains you got me in chains for your love but i wouldn t change no i wouldn t change this love you got me chains you got me in chains for your love but i wouldn t change no i wouldn t change this love try to break the chains but the chains only break me,2015-11-20,4,151.895,0.601,-5.901,0.538,0.014,0,0,0.0723,0,0.0472,3.385116667,0.169
69,meek mill featuring chris brown and nicki minaj,2015,all eyes on you,meek mill,chris brown and nicki minaj,all eyes on you,meek mill,1,72,,,yeah yeah baby is you drunk is you had enough are you here lookin for love got the club goin crazy all these bitches but my eyes on you is you somebodys baby if you aint girl what we gon do if you aint gon need it baby yeah yeah yeah give it all up for you right now we got the club goin crazy all eyes all eyes on you she was the baddest i was the realest we was the flyest up in the buildin we was countin this money lovin the feelin look at you now in love with a hitta to say somethin to your pretty ass some hood shit what you lookin at might just be your plug for that whats your name who you with where you from you the shit choose and pick get the right one all these chicks got to like one all these hits you got to like one all these bottles got to like some all these models got the right one what you gon do hide or run you ready baby is you drunk is you had enough are you here lookin for love got the club goin crazy all these bitches but my eyes on you is you somebodys baby if you aint girl what we gon do if you aint gon need it baby yeah yeah yeah give it all up for you right now we got the club goin crazy all eyes all eyes on you yo he was the realest i was the baddest we was the illest when he approached me i said yo what the deal is in and out them dealers rockin chinchillas i got him in the back of that bach i think he catchin feelings now its all eyes on us and this all lies on trust and if them bitches wanna trip tell em they tour guides on us this kitty cat on reclusive he duck duckin them gooses i put him on to that new new now he only fuck with exclusives he was like new york in this bitch you got the right one all them hoes aint nothin like them nigga you know youd never wife them none of them niggas aint never hit this still at the top of all they hit lists what they gon do meek and nick yeah baby is you drunk is you had enough are you here lookin for love got the club goin crazy all these hittas but my eyes on you is you somebodys baby if you aint boy what we gon do if you aint gon need it baby yeah yeah yeah give it all up for you right now we got the club goin crazy all eyes all eyes on you we was the flyest yeah yeah yeah i was the realest we was the flyest up in the buildin yeah yeah yeah,2015-06-29,4,77.521,0.658,-5.288,0.589,0.0242,0,11,0.118,0,0.203,3.732883333,0.251
70,rae sremmurd,2015,no type,rae sremmurd,,no type,rae sremmurd,1,70,,,yeah ear drummers bad bitches is the mike will made it yeah bad bitches is the only thing that i like cups with the ice and we do this every night i make my own money so i spend it how i like and let my mama tell it nigga i aint livin right extendo long as an extension cord and if you not my type then you know i got to keep this shit short what you know about a check what you got up in your pocket what you spendin when you shoppin dawg why you wanna go flex like you all in the mix like you got some shit poppin off and they wanna make a flick for the camera bad bitches is the only thing that i like cups with the ice and we do this every night i make my own money so i spend it how i like and let my mama tell it nigga i aint livin right sinnin every night brought it straight to life til im out of sight ll i do is swipe i said i like what i like i just roll the dice take your own advice like i lived twice bad bitches is the only thing that i like cups with the ice and we do this every night i make my own money so i spend it how i like and let my mama tell it nigga i aint livin right i dont got no type i dont got no type and let my mama tell it nigga i aint livin right,2015-01-06,4,125.008,0.483,-7.797,0.888,0.013,4.85E-06,6,0.0926,1,0.154,3.334666667,0.226
71,vance joy,2015,riptide,vance joy,,riptide,vance joy,0,79,relaxed,positive,i was scared of dentists and the dark i was scared of pretty girls and starting conversations oh all my friends are turning green youre the magicians assistant in their dreams oh and they come unstuck lady running down to the riptide taken away to the dark side i wanna be your left hand man i love you when youre singing that song and i got a lump in my throat cause youre gonna sing the words wrong theres this movie that i think youll like this guy decides to quit his job and heads to new york city this cowboys running from himself and shes been living on the highest shelf oh and they come unstuck lady running down to the riptide taken away to the dark side i wanna be your left hand man i love you when youre singing that song and i got a lump in my throat cause youre gonna sing the words wrong i just wanna i just wanna know if youre gonna if youre gonna stay i just gotta i just gotta know i cant have it i cant have it any other way i swear shes destined for the screen closest thing to michelle pfeiffer that youve ever seen oh oh lady running down to the riptide taken away to the dark side i wanna be your left hand man i love you when youre singing that song and i got a lump in my throat cause youre gonna sing the words wrong oh lady running down to the riptide taken away to the dark side i wanna be your left hand man i love you when youre singing that song and i got a lump in my throat cause youre gonna sing the words wrong oh lady running down to the riptide taken away to the dark side i wanna be your left hand man i love you when youre singing that song and i got a lump in my throat cause youre gonna sing the words wrong i got a lump in my throat cause youre gonna sing the words wrong,2014-09-09,4,101.654,0.731,-6.694,0.484,0.431,0,1,0.151,1,0.0379,204280,0.51
72,jidenna featuring roman gianarthur,2015,classic man,jidenna,roman gianarthur,classic man,jidenna,1,65,,,my name calling all night i can pull the wool while im being polite like darling calling all night i can be a bull while im being polite like oh me oh me oh my i know many women want to be in my life like oh me oh me oh my why cant every woman end up being my wife even if she go away even if she go away even if she go away even if she go away im a classic man you can be mean when you look this clean im a classic man calling on me like a young og im a classic man your needs get met by the street elegant old fashioned man yeah baby im a classic man i burn through the hood like whoa when everybodys feeling so cold i cool like nat king cole and niggas get a bit of my glow i got charm like a leprechaun mummafunka now yall fucking with the wrong mummafunka chief be like a don mummafunka and we dont live by the law mummafunka even if she go away even if she go away even if she go away even if she go away im a classic man you can be mean when you look this clean im a classic man calling on me like a young og im a classic man your needs get met by the street elegant old fashioned man yeah baby im a classic man i burn through the gate like whoa and everybody get in we know i love life living like gold and niggas wanna get in my glow i got mad love for my crew mufucker im the im the man who you mufucker shine bright like a jewel mummafunka even under fire im cool mummafunka even when she go away even when she go away even when she go away even when she go away im a classic man you can be mean when you look this clean im a classic man calling on me like a young og im a classic man your needs get met by the street elegant old fashioned man yeah baby im a classic man keep my gloves dirty but my hands clean got to keep the business in the family breadwinner filling up the pantry now my niggas slang cane like a dandy i tell you how it go you pull out rubber bands i pull out an envelope the ladies on my elbow aint for the show every madame on my team is a top general oh got to be ready for war war should they get into my door door get em well get em i know that well get em cause i lived through this shit before oh im a classic man you can be mean when you look this clean im a classic man calling on me like a young og im a classic man your needs get met by the street elegant old fashioned man yeah baby im a classic man im a classic man im a classic man im a classic man old fashioned man im a classic man,2015-02-03,4,94.072,0.585,-6.058,0.79,0.185,0,8,0.292,1,0.0348,3.766666667,0.585
73,elle king,2015,ex's & oh's,elle king,,exs ohs,elle king,0,76,,,well i had me a boy turned him into a man i showed him all the things that he didnt understand whoa and then i let him go now theres one in california whos been cursing my name cause i found me a better lover in the uk hey hey until i made my getaway one two three they gonna run back to me cause im the best baby that they never gotta keep one two three they gonna run back to me they always wanna come but they never wanna leave exs and the oh oh ohs they haunt me like gho o osts they want me to make em all they wont let go exs and ohs i had a summer lover down in new orleans kept him warm in the winter left him frozen in the spring my my how the seasons go by i get high and i love to get low so the hearts keep breaking and the heads just roll you know thats how the story goes one two three they gonna run back to me cause im the best baby that they never gotta keep one two three they gonna run back to me they always wanna come but they never wanna leave exs and the oh oh ohs they haunt me like gho o osts they want me to make em all they wont let go my exs and the oh oh ohs they haunt me like gho o osts they want me to make em all they wont let go exs and ohs one two three they gonna run back to me climbing over mountains and a sailing over seas one two three they gonna run back to me they always wanna come but they never wanna leave my exs and the oh oh ohs they haunt me like gho o osts they want me to make em all they wont let go exs and the oh oh ohs they haunt me like gho o osts they want me to make em all they wont let go exs and ohs,2015-02-13,4,139.986,0.921,-2.879,0.612,0.0183,0,7,0.0576,1,0.0848,3.36955,0.453
74,meghan trainor,2015,dear future husband,meghan trainor,,dear future husband,meghan trainor,0,70,happy,positive,dear future husband heres a few things youll need to know if you want to be my one and only all my life take me on a date i deserve it babe and dont forget the flowers every anniversary cause if youll treat me right ill be the perfect wife buying groceries buy buying what you need you got the 9 to 5 okay but so do i so dont be thinkin ill be home and baking apple pies i never learned to cook but i can write a hook sing along with me sing sing along with me youve gotta know how to treat me like a lady even when im actin crazy tell me everythings alright dear future husband heres a few things youll need to know if you want to be my one and only all my life dear future husband if you wanna get that special loving tell me im beautiful each and every night after every fight just apologize and maybe then ill let you try and rock my body right even if i was wrong you know im never wrong why disagree why why disagree youve gotta know how to treat me like a lady even when im actin crazy tell me everythings alright dear future husband heres a few things youll need to know if you want to be my one and only all my life dear future husband make time for me dont leave me lonely and no well never see your family more than mine ill be sleeping on the left side of the bed open doors for me and you might get some kisses dont have a dirty mind just be a classy guy buy me a ring buy buy me a ring babe youve gotta know how to treat me like a lady even when im actin crazy tell me everythings alright dear future husband heres a few things youll need to know if you want to be my one and only all my life dear future husband if you want to get that special lovin tell me im beautiful each and every night future husband better love me right,2015-01-09,4,79.427,0.782,-4.789,0.655,0.375,0,1,0.317,1,0.185,184227,0.832
75,charlie puth featuring meghan trainor,2015,marvin gaye,charlie puth,meghan trainor,marvin gaye,charlie puth,0,73,,,lets marvin gaye and get it on you got the healing that i want just like they say it in the song until the dawn lets marvin gaye and get it on we got this king size to ourselves dont have to share with no one else dont keep your secrets to yourself its kama sutra show and tell yeah woah oh oh oh theres lovin in your eyes that pulls me closer its so subtle im in trouble but id love to be in trouble with you lets marvin gaye and get it on you got the healing that i want just like they say it in the song until the dawn lets marvin gaye and get it on youve got to give it up to me im screaming mercy mercy please just like they say it in the song until the dawn lets marvin gaye and get it on and when you leave me all alone im like a stray without a home im like a dog without a bone i just want you for my own i got to have you babe woah oh oh oh theres lovin in your eyes that pulls me closer its so subtle im in trouble but id rather be in trouble with you lets marvin gaye and get it on ooh baby i got that healing that you want yes like they say it in the songs until the dawn lets marvin gaye and get it on lets marvin gaye and get it on you got the healing that i want just like they say it in the song until the dawn lets marvin gaye and get it on babe youve got to give it up to me im screaming mercy mercy please just like they say it in the song until the dawn lets marvin gaye and get it on just like they say it in the song until the dawn lets marvin gaye and get it on ooh,2015-05-01,4,110.015,0.616,-5.281,0.795,0.417,0,1,0.349,0,0.06,3.174216667,0.815
76,meghan trainor featuring john legend,2015,like i'm gonna lose you,meghan trainor,john legend,like im gonna lose you,meghan trainor,0,80,relaxed,positive,i found myself dreaming in silver and gold like a scene from a movie that every broken heart knows we were walking on moonlight and you pulled me close split second and you disappeared and then i was all alone i woke up in tears with you by my side a breath of relief and i realized no were not promised tomorrow so im gonna love you like im gonna lose you im gonna hold you like im saying goodbye wherever were standing i wont take you for granted cause well never know when when well run out of time so im gonna love you like im gonna lose you im gonna love you like im gonna lose you in the blink of an eye just a whisper of smoke you could lose everything the truth is you never know so ill kiss you longer baby any chance that i get ill make the most of the minutes and love with no regret so lets take our time to say what we want use what we got before its all gone no were not promised tomorrow so im gonna love you like im gonna lose you im gonna hold you like im saying goodbye wherever were standing i wont take you for granted cause well never know when when well run out of time so im gonna love you like im gonna lose you im gonna love you like im gonna lose you so im gonna love you like im gonna lose you im gonna love you like im gonna lose you so im gonna love you like im gonna lose you im gonna hold you like im saying goodbye wherever were standing i wont take you for granted cause well never know when when well run out of time so im gonna love you like im gonna lose you im gonna love you like im gonna lose you so im gonna love you like im gonna lose you im gonna love you like im gonna lose you,2015-01-09,3,108.038,0.53,-7.259,0.63,0.4,0,0,0.177,1,0.0434,225053,0.417
89,george ezra,2015,budapest,george ezra,,budapest,george ezra,0,69,relaxed,positive,my house in budapest my my hidden treasure chest golden grand piano my beautiful castillo you you id leave it all my acres of a land i have achieved it may be hard for you to stop and believe but for you you id leave it all oh for you you id leave it all give me one good reason why i should never make a change and baby if you hold me then all of this will go away my many artifacts the list goes on if you just say the words i ill up and run oh to you you id leave it all oh to you you id leave it all give me one good reason why i should never make a change and baby if you hold me then all of this will go away give me one good reason why i should never make a change and baby if you hold me then all of this will go away my friends and family they dont understand they fear theyd lose so much if you took my hand but for you you id lose it all but for you you id lose it all give me one good reason why i should never make a change and baby if you hold me then all of this will go away give me one good reason why i should never make a change and baby if you hold me then all of this will go away my house in budapest my my hidden treasure chest golden grand piano my beautiful castillo you you id leave it all you you id leave it all,2015-01-20,4,127.81,0.455,-8.303,0.717,0.0846,0,5,0.11,1,0.0276,200733,0.389
90,sia,2015,chandelier,sia,,chandelier,sia,0,71,sad,negative,party girls dont get hurt cant feel anything when will i learn i push it down push it down im the one for a good time call phones blowin up ringin my doorbell i feel the love feel the love 1 2 3 1 2 3 drink 1 2 3 1 2 3 drink 1 2 3 1 2 3 drink throw em back till i lose count im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelier but im holding on for dear life wont look down wont open my eyes keep my glass full until morning light cause im just holding on for tonight help me im holding on for dear life wont look down wont open my eyes keep my glass full until morning light cause im just holding on for tonight on for tonight sun is up im a mess gotta get out now gotta run from this here comes the shame here comes the shame 1 2 3 1 2 3 drink 1 2 3 1 2 3 drink 1 2 3 1 2 3 drink throw em back till i lose count im gonna swing from the chandelier from the chandelier im gonna live like tomorrow doesnt exist like it doesnt exist im gonna fly like a bird through the night feel my tears as they dry im gonna swing from the chandelier from the chandelier but im holding on for dear life wont look down wont open my eyes keep my glass full until morning light cause im just holding on for tonight help me im holding on for dear life wont look down wont open my eyes keep my glass full until morning light cause im just holding on for tonight on for tonight on for tonight yeah im just holding on for tonight oh im just holding on for tonight on for tonight on for tonight yeah im just holding on for tonight im just holding on for tonight oh im just holding on for tonight on for tonight on for tonight,2015-05-01,5,117.089,0.787,-2.88,0.399,0.0197,6.07E-05,1,0.0685,1,0.0499,216120,0.572
91,kelly clarkson,2015,heartbeat song,kelly clarkson,,heartbeat song,kelly clarkson,0,65,happy,positive,this is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night long oh up up all night long you where the hell did you come from youre a different different kind of fun and im so used to feeling numb now i got pins and needles on my tongue anticipating whats to come like a finger on a loaded gun i can feel it rising temperature inside me havent felt it for a long time this is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night long oh up up all night long this is my heartbeat song and im gonna play it turned it on but i know you can take it up up up up all night long oh up up all night long all night long i i wasnt even gonna go out but i never would have had a doubt if id have known where i id be now your hands on my hips and my kiss on your lips oh i could do this for a long time this is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night long oh up up all night long this is my heartbeat song and im gonna play it turned it on but i know you can take it up up up up all night long oh up up all night long all night long until tonight i only dreamed about you i cant believe ive ever breathed without you baby you make me feel alive and brand new bring it one more time one more time this is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night long oh up up all night long this is my heartbeat song and im gonna play it turned it on but i know you can take it up up up up all night long oh up up all night long all night long this is my heartbeat song and im gonna play it been so long i forgot how to turn it up up up up all night long oh up up all night long this is my heartbeat song and im gonna play it turned it on but i know you can take it up up up up all night long oh up up all night long all night long,2015-02-27,4,149.109,0.798,-3.66,0.49,0.0137,0,6,0.0627,1,0.0489,198733,0.479
93,ella henderson,2015,ghost,ella henderson,,ghost,ella henderson,0,63,,,i keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awake my friends had you figured out yeah they saw whats inside of you you tried hiding another you but your evil was coming through these eyes sitting on the wall they watch every move i make bright light living in the shade your cold heart makes my spirit shake i had to go through hell to prove im not insane had to meet the devil just to know his name and thats when my love was burning yeah its still burning i keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awake i keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awake each time that i think you go i turn around and youre creeping in and i let you under my skin cause i love living innocent oh you never told me true love was gonna hurt true pain i dont deserve truth is that i never learned i keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awake i keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awake give up the ghost give up the ghost give up the ghost stop the haunting baby give up the ghost give up the ghost give up the ghost no more haunting baby i keep going to the river i keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awake i keep going to the river to pray cause i need something that can wash out the pain and at most im sleeping all these demons away but your ghost the ghost of you it keeps me awake,2014-06-06,4,104.987,0.836,-3.777,0.682,0.0464,3.13E-06,9,0.0797,1,0.0425,3.601783333,0.485
94,alessia cara,2015,here,alessia cara,,here,alessia cara,0,68,angry,negative,i guess right now youve got the last laugh im sorry if i seem uninterested or im not listenin or im indifferent truly i aint got no business here but since my friends are here i just came to kick it but really i would rather be at home all by myself not in this room with people who dont even care about my well being i dont dance dont ask i dont need a boyfriend so you can go back please enjoy your party ill be here somewhere in the corner under clouds of marijuana with this boy whos hollering i can hardly hear over this music i dont listen to and i dont wanna get with you so tell my friends that ill be over here oh oh oh here oh oh oh here oh i ask myself what am i doin here oh oh oh here oh oh oh here and i cant wait til we can break up out of here excuse me if i seem a little unimpressed with this an anti social pessimist but usually i dont mess with this and i know you mean only the best and your intentions arent to bother me but honestly id rather be somewhere with my people we can kick it and just listen to some music with a message like we usually do and well discuss our big dreams how we plan to take over the planet so pardon my manners i hope youll understand that ill be here not there in the kitchen with the girl whos always gossiping about her friends so tell them ill be here right next to the boy whos throwin up cause he cant take whats in his cup no more oh god why am i here oh oh oh here oh oh oh here oh i ask myself what am i doin here oh oh oh here oh oh oh here and i cant wait til we can break up out of here hours later congregatin next to the refrigerator some girl talkin bout her haters she aint got none how did it ever come to this i shoulda never come to this so holla at me ill be in the car when youre done im stand offish dont want what youre offerin and im done talkin awfully sad it had to be that way so tell my people when theyre ready that im ready and im standin by the tv with my beanie low yo ill be over here oh oh oh here oh oh oh here oh i ask myself what am i doin here oh oh oh here oh oh oh here and i cant wait til we can break up out of here,2015-11-13,4,123.363,0.822,-4.029,0.375,0.0716,0,0,0.0694,1,0.167,199453,0.353
